"cliente","documento","pagado","importe"
85438,"W08701526",1,1572
85438,"G64172331",1,1865
85438,"B17679682",1,1044
85438,"W40983064",0,1378
85438,"X45842323",0,1352
85438,"Q60919306",1,619
85438,"J77705010",1,706
83269,"V69360326",1,926
83269,"J19134855",1,530
83269,"O04992458",0,823
83269,"C01702759",0,1904
83269,"F99789507",0,806
83269,"G19956891",1,399
83269,"I05949255",0,114
83269,"F84648859",0,205
83269,"A31446126",1,1021
83269,"P18035604",1,1040
35230,"L08204636",0,1593
35230,"G85896034",0,1314
35230,"R85702761",1,941
35230,"O40139783",1,590
35230,"O72655292",1,494
35230,"T19477570",0,1545
35230,"A98373320",1,1903
35230,"Y29420362",1,1856
35230,"F33388866",0,991
35230,"L02688865",0,160
35230,"Q65680664",1,480
35230,"I23800272",0,1465
35230,"O06316342",0,1089
35230,"R16740936",1,1847
35230,"G01166501",0,130
35230,"O80538320",1,2208
35230,"U93931406",0,356
35230,"R11825566",0,749
35230,"C02901537",1,2288
35230,"I29404315",1,1781
57582,"R22394873",1,1484
57582,"Q29117530",0,768
57582,"H91553626",1,1774
57582,"A14987386",1,1809
57582,"W08467272",1,1385
57582,"N07487125",0,864
57582,"G76425782",0,1028
57582,"Z11987180",0,1412
57582,"N14118504",1,274
57582,"I71812958",1,1761
31383,"U90988072",0,81
31383,"J40408863",1,938
31383,"R11232851",1,822
31383,"K10324693",1,842
31383,"N21169763",1,968
31383,"Y25737462",1,1046
31383,"G48542087",0,1306
31383,"D97238826",1,2015
31383,"B02227097",1,188
31383,"P22036893",0,1952
31383,"G78786307",0,651
31383,"L60145934",0,1754
31383,"J59730008",0,258
31383,"H48100647",0,1911
31383,"P72379794",1,1795
31383,"Q90461912",0,1744
31383,"I77762275",0,1824
31383,"S19179506",1,1291
31383,"L23044903",1,2240
78429,"A08124445",0,634
78429,"R15959883",1,705
78429,"C94070819",1,1132
78429,"G74246016",0,827
78429,"X56959555",1,899
78429,"S69898292",1,1027
78429,"A81694925",0,2102
78429,"L76789938",0,2241
78429,"K02226736",0,1107
78429,"L69798718",0,1194
78429,"N59563737",1,1310
78429,"F16930642",1,2156
66582,"D21127666",0,80
66582,"S52679977",1,1201
66582,"F58576163",1,672
66582,"E92632813",1,207
66582,"V53304304",1,271
66582,"F75945475",0,237
66582,"K41093276",0,1843
66582,"B59916801",0,1471
66582,"J97087187",1,89
66582,"W65891359",0,802
66582,"R12384418",0,295
66582,"C50598744",0,1893
66582,"L07879596",1,2258
66582,"J37300993",0,1772
66582,"D80202794",0,2015
66582,"G40229470",0,664
66582,"T14522182",0,2177
66582,"V27619766",0,1792
66582,"I83969637",1,2225
66582,"B75960418",1,1078
14224,"Q45391608",1,438
14224,"Q06887360",1,1782
14224,"O76617485",1,1941
14224,"P21231523",1,692
14224,"D15121398",1,1912
14224,"D28175695",1,2131
14224,"J60744178",0,853
14224,"J33068101",0,1916
14224,"N86042281",1,1439
14224,"K70477966",1,2356
38354,"E37685662",1,1853
38354,"E24973368",1,2128
38354,"W50762888",0,421
38354,"U75683556",0,1859
38354,"N80794238",0,1837
38354,"B37995127",1,2226
38354,"I42184616",1,1861
35949,"W32957711",1,974
35949,"J39525046",0,2086
35949,"N24116665",1,770
35949,"R62509619",0,2029
35949,"N69375147",0,1848
35949,"S94533040",0,1096
35949,"T14939648",0,1803
35949,"E61447688",1,2091
35949,"L40561975",0,686
35949,"Y68668442",0,1762
35949,"I20214989",1,578
35949,"C80361809",1,2079
66583,"A12414289",1,1627
66583,"V33054876",1,1034
66583,"L10709691",0,299
66583,"X34514480",0,493
66583,"K18311730",0,2351
66583,"V15598324",1,2327
66583,"D44078816",1,740
66583,"H12373228",0,1452
66583,"I28095781",0,363
66583,"J77170485",1,1798
66583,"J97912881",1,725
39985,"D59917011",1,683
39985,"M46069952",0,1535
39985,"H10841565",1,1115
39985,"R64922206",0,2230
39985,"Q82340588",0,982
39985,"N38858166",1,768
39985,"T86062089",0,2295
39985,"F64772780",0,950
39985,"R65072536",0,97
39985,"H21084901",1,1937
39985,"F43520997",0,338
39985,"Z39160811",0,649
39985,"Y80136658",0,532
39985,"J98218278",0,1136
39985,"I49970406",1,2111
39985,"V52521924",0,383
39985,"G44753076",0,2344
39985,"R94722384",1,753
39985,"T78495125",1,1637
28446,"D79898866",1,81
28446,"X64102268",0,1724
28446,"L97197713",0,2100
28446,"P01453541",1,420
28446,"Q97034377",0,798
28446,"Z86006182",1,973
28446,"B82547576",0,1389
28446,"G79525015",0,19
28446,"S63248399",0,869
28446,"M50895635",0,1555
28446,"M74134024",0,2221
28446,"P85359208",1,1816
28446,"X26465048",1,409
78726,"U22802760",1,1388
78726,"K81961038",1,102
78726,"Q90429989",0,2020
78726,"O70724010",0,77
78726,"H40959298",1,1730
78726,"P35552696",0,1915
78726,"U41834229",1,1263
78726,"S93493065",0,887
78726,"T97622154",1,600
78726,"N08918255",0,2140
78726,"Y63785763",0,1735
78726,"F81009147",1,698
78726,"J89174949",1,1150
78726,"V25636040",1,282
78726,"M92475442",1,223
78726,"W17903167",0,839
78726,"T61228478",0,1063
78726,"A78700021",0,1798
78726,"W97146011",1,1463
78726,"Z85898393",1,2318
25750,"F49937928",0,1566
25750,"T69250756",1,1577
25750,"M69038211",1,151
25750,"M50517873",0,2221
25750,"X52230293",1,1614
25750,"S22482079",0,785
25750,"W12055747",1,1742
25750,"L56769982",1,482
25750,"T39312712",0,1572
25750,"S44495291",1,1206
25750,"V01646578",1,1239
25750,"G54319343",1,1592
25750,"Q85922260",1,2342
25750,"F29895907",0,1268
25750,"Z75084781",0,2061
25750,"U39050950",1,1902
25750,"I88309558",1,2242
62960,"O80210629",0,329
62960,"M25020148",1,115
62960,"O36007016",1,1195
62960,"G97026180",1,950
62960,"D91760491",0,155
62960,"W48214119",1,1442
62960,"E83679556",0,1978
62960,"K94672466",0,544
62960,"O06371883",1,125
62960,"P44679017",1,1059
75274,"S25543854",0,521
75274,"K46095719",0,1073
75274,"D81542674",0,1209
75274,"L05398597",0,811
75274,"L22158780",1,457
75274,"P04611620",1,1351
75274,"J58556362",1,1702
75274,"M18753606",0,2262
75274,"C85576816",1,617
75274,"Y18710053",1,951
75274,"C57722976",1,1706
75274,"I04340386",0,1916
75274,"R13144686",1,301
75274,"T69476313",1,676
75274,"G76483806",1,816
75274,"R24254940",0,741
75274,"U85250619",0,866
75274,"M15898275",1,771
75274,"T12428199",1,1030
62463,"I81022891",1,2289
62463,"M63546454",1,1995
62463,"E53155644",0,1627
62463,"A66149791",0,1068
62463,"W92557763",1,146
62463,"E73925165",1,2285
74086,"N95570022",0,752
74086,"I40933200",0,1357
74086,"V94710209",0,1732
74086,"D83179863",0,554
74086,"F21875674",1,1129
74086,"M23354643",1,87
27680,"A60751617",0,1369
27680,"G27712529",0,588
27680,"C20290358",1,170
27680,"O40611736",1,1001
33339,"B55803853",1,29
33339,"U79123898",1,925
33339,"U04358762",0,620
33339,"S30268142",0,349
33339,"K20777129",1,1813
33339,"M81113643",1,2094
33339,"R74148038",1,627
33339,"H72458953",1,280
33339,"W54118785",1,1852
33339,"R29266316",1,1468
33339,"T83858988",1,2006
33339,"C49090297",1,550
33339,"I21210000",0,2312
33339,"V55177382",1,400
33339,"R57494341",1,373
33339,"B54506734",0,1964
33339,"B64331001",0,1297
33339,"U69343200",0,1292
33339,"W19856414",1,965
33339,"T38958361",1,1420
60063,"Q82476605",0,1177
60063,"F25996032",1,1029
60063,"L21426715",0,192
60063,"X44713172",0,1891
60063,"L56721005",0,956
60063,"M22994147",0,2279
60063,"Z26125538",1,1533
60063,"W76233965",1,1961
66758,"E45756990",0,799
66758,"A09619497",0,711
66758,"Z78024528",0,1721
66758,"Q49566839",1,421
66758,"M90515256",1,528
66758,"R41309266",0,1425
66758,"O90066939",0,1841
66758,"O51616653",1,1821
66758,"B64735651",1,1528
57304,"Y86861438",0,270
57304,"Z55400208",1,2283
57304,"Q83101832",1,2082
57304,"X46955319",1,256
57304,"D63751649",1,1031
57304,"D38852207",0,1326
57304,"B60553595",1,955
57304,"U79402836",0,1390
57304,"T26208655",0,628
57304,"A91665730",0,1585
57304,"T15040444",1,2167
57304,"P37741336",1,10
34592,"N52118404",0,1282
34592,"K79845448",1,1544
34592,"W54723837",1,709
34592,"L08401373",1,1002
34592,"F51458116",0,2091
34592,"S33262052",0,1150
34592,"H92620170",1,1452
34592,"K29271092",1,337
80866,"V91655621",1,1684
80866,"S22292370",1,201
80866,"M19239069",0,1044
80866,"I79181478",0,2107
80866,"T52669752",1,1428
80866,"Y23574826",1,1083
80866,"Y19925216",0,1717
80866,"X89803752",1,1561
80866,"R72690057",0,317
80866,"E89303032",0,1838
80866,"Z50837865",0,2117
80866,"U82950951",0,175
80866,"B40612726",0,408
80866,"F69622198",1,882
80866,"P46329806",0,640
80866,"G05128080",0,2297
80866,"Y50495469",1,262
80866,"A54641928",1,407
80567,"G06765747",1,733
80567,"Z32032287",1,1590
80567,"W64417455",0,1220
80567,"J49798401",1,2031
80567,"O56809398",0,1419
80567,"Q95612433",0,787
80567,"A08504876",0,2162
80567,"V92091093",1,845
80567,"O10719351",0,1246
80567,"R96194458",0,1908
80567,"R06108880",1,463
80567,"L40066677",1,2035
34603,"M71440826",1,1333
34603,"R89442640",1,561
34603,"Z33177706",0,1638
34603,"E37148165",0,1168
34603,"R92684803",0,265
34603,"T48225734",1,843
34603,"N15975544",1,178
38276,"C48262915",1,817
38276,"C12325943",1,1380
38276,"R12081876",1,126
38276,"X72923502",0,1889
38276,"Y01768273",0,2316
38276,"M93722009",1,668
38276,"A73568630",1,1289
70053,"I22744162",0,1198
70053,"S12034609",0,124
70053,"Q02059895",1,2197
70053,"Z07479633",1,721
22305,"D70175775",1,968
22305,"D42468905",0,822
22305,"A58323526",1,113
22305,"W47608582",0,2047
22305,"M71983450",1,295
22305,"N55373166",0,108
22305,"A22690959",1,1390
22305,"Y81554822",1,39
22305,"L92149229",1,2052
22305,"J55551511",1,820
22305,"Z73392864",0,2330
22305,"E92424505",1,1783
22305,"J52302824",0,11
22305,"H03704274",0,1457
22305,"K68450748",0,1274
22305,"Q97671161",1,1424
22305,"X79863846",1,1076
85724,"B72441737",0,1394
85724,"F40078041",0,136
85724,"O68690929",1,431
85724,"I83578902",1,2299
78799,"N12044635",0,1741
78799,"E13851490",0,1644
78799,"F47233831",0,2301
78799,"I93280887",0,1531
78799,"G90746081",0,1671
78799,"F56510878",1,2023
78799,"A23343364",1,496
82417,"F05645149",0,2268
82417,"D02711472",1,2227
82417,"Q82064199",1,1025
82417,"P48487575",0,2206
82417,"C29675363",0,14
82417,"P50383051",1,1777
82417,"X37232703",1,641
60635,"A62814998",0,423
60635,"Z52445495",1,1248
60635,"U43615930",1,211
60635,"G98566401",0,1350
60635,"V40596763",1,1671
60635,"F61638178",1,2099
60635,"M06565285",1,510
60635,"M81446588",0,2008
60635,"F18643752",1,691
60635,"H51386887",1,1472
60635,"S41365982",0,510
60635,"J88228420",0,2041
60635,"R81232557",1,1719
60635,"T54878902",0,1118
60635,"Z20159404",0,1875
60635,"N91642922",0,498
60635,"N37113840",1,361
60635,"S28547316",1,435
34737,"V04062774",0,1784
34737,"P87484242",1,1545
34737,"V65194110",0,450
34737,"J38098955",0,1292
34737,"V57369396",1,1919
34737,"G67350054",0,778
34737,"V86733609",1,1326
34737,"O10742254",1,407
34737,"U98231146",0,1004
34737,"Z49352777",0,873
34737,"E22635131",0,523
34737,"S65966182",1,1354
34737,"J98598497",1,946
78219,"C60572509",1,1178
78219,"Z33527533",1,1457
78219,"L26619398",0,587
78219,"D20173809",1,512
78219,"I43642837",1,2333
78219,"X07059134",1,743
78219,"Z96070214",1,76
78219,"J80172072",1,1080
78219,"K36075652",0,776
78219,"Y67408894",0,305
78219,"E05776419",1,1446
78219,"Q67212602",0,2026
78219,"G36037595",0,1402
78219,"S60708547",1,462
78219,"T14649140",1,1115
12979,"F60386330",0,1436
12979,"Q92530039",0,1125
12979,"X47234969",0,1807
12979,"X65766272",1,1353
12979,"J17807890",1,1139
13592,"G82828326",1,237
13592,"J18307807",1,1192
13592,"G79356091",0,1268
13592,"U12566667",1,1929
13592,"F27582589",0,1506
13592,"L29192732",1,1790
13592,"C54034998",1,1896
13592,"M09006103",0,897
13592,"H41556063",0,1667
13592,"M52037627",0,1602
13592,"U03173466",1,642
13592,"H05243416",1,1156
26823,"A40849738",0,1046
26823,"L40100405",1,339
26823,"X01455017",1,1774
26823,"P24423239",0,1765
26823,"U64083794",0,1351
26823,"N22108972",0,2169
26823,"M57563860",1,997
26823,"T80871634",1,1513
53810,"Q84561794",1,586
53810,"M91834457",0,711
53810,"U65667552",0,1883
53810,"C12633035",1,2086
53810,"T46019512",1,679
84477,"H07268344",0,883
84477,"O07386732",0,1970
84477,"E45790564",0,1685
84477,"I58875340",1,1578
84477,"Q64629309",0,692
84477,"U20044357",1,630
84477,"R38182931",0,2163
84477,"M12300278",1,1033
84477,"D90677201",0,1716
84477,"O11579268",0,1664
84477,"Y47822558",0,1845
84477,"M39653676",1,529
84477,"E42799125",0,2282
84477,"T41368332",0,583
84477,"H77852740",0,958
84477,"L55200078",0,575
84477,"Q08965341",1,472
84477,"J29712520",1,1183
58279,"D89598809",1,1366
58279,"S20975814",0,1100
58279,"Q46174462",1,1205
58279,"A36053814",0,2332
58279,"I11076765",0,113
58279,"W25433370",0,2078
58279,"P83771694",0,113
58279,"P29570368",0,1415
58279,"M06267876",1,464
58279,"T89554056",1,262
45633,"A55511943",1,1311
45633,"G93834703",1,336
45633,"G70598259",1,1587
45633,"X52595425",0,1474
45633,"D47408507",0,2100
45633,"I50327011",1,819
45633,"Y43314646",1,2320
45633,"C65636129",1,1538
45633,"W27048992",0,540
45633,"O99857303",0,2140
45633,"L49424507",1,1041
45633,"B36674755",1,954
61659,"H74098821",1,961
61659,"B33595630",1,1362
61659,"M64858200",0,621
61659,"G18732038",0,1479
61659,"A25078483",1,585
61659,"T36489388",1,789
79481,"R19326239",0,2187
79481,"S49110945",1,2048
79481,"E02699459",0,1730
79481,"S62455705",1,2017
79481,"J68804139",0,1549
79481,"V41176547",0,1468
79481,"J93510972",0,133
79481,"Y37777641",1,1526
79481,"M87089760",0,2009
79481,"Q29753074",0,1751
79481,"Y85622376",1,1996
79481,"W40668552",0,1932
79481,"Y81512522",0,1575
79481,"A71252125",1,1493
79481,"U97277266",1,1686
79481,"Q35558097",1,579
79481,"Z43836062",0,1165
79481,"N52864711",0,708
79481,"T77428552",1,1385
79481,"S47384219",1,229
10054,"U61815040",1,681
10054,"X88226781",0,2327
10054,"O23546624",1,980
10054,"E22871125",0,1980
10054,"J13061087",0,2216
10054,"T69490191",1,1089
10054,"E33197023",1,1021
10054,"M91652733",0,1579
10054,"A60128768",0,198
10054,"O04716249",0,317
10054,"O24304710",0,760
10054,"F80173205",1,313
10054,"X93266205",1,1262
10054,"Z50814016",0,1272
10054,"F40735448",0,676
10054,"U16035277",0,1952
10054,"Q30946887",0,1407
10054,"R38565186",1,587
10054,"H25067955",1,1642
61168,"Y61848228",1,2139
61168,"X65095050",0,2271
61168,"N65580288",0,569
61168,"Q61994731",0,1011
61168,"G70245671",0,2186
61168,"M63178333",1,125
61168,"P48262304",0,1781
61168,"G37862718",1,728
61168,"G15292310",0,1649
61168,"Y88434519",1,690
61168,"F33133990",1,1368
61168,"L71575698",1,458
61168,"V51493105",1,1329
61168,"W71007003",0,1920
61168,"J08224439",1,1674
61168,"N31971002",0,490
61168,"G32957412",0,1811
61168,"R66901778",1,662
61168,"I98821736",1,394
10046,"P65026268",1,1491
10046,"G76051135",0,229
10046,"G58590963",0,1915
10046,"K12395449",1,1080
10046,"G92199459",1,1561
10046,"Q30003951",1,2286
10046,"X72609503",0,1268
10046,"U98388747",0,389
10046,"Q15615142",1,1574
10046,"L86059368",1,721
41053,"F54505299",1,1151
41053,"F00757901",1,1160
41053,"U35375038",1,539
41053,"O15742637",1,1922
41053,"D93524346",1,1845
41053,"O62679966",1,1686
41053,"C94567843",1,2249
41053,"D91340809",0,149
41053,"X67276524",1,595
41053,"S69845323",1,65
41053,"S91769659",1,42
41053,"M26335438",1,1682
41053,"P75683517",0,1044
41053,"T30030716",1,303
41053,"A57786477",1,1016
41053,"Q45055186",0,2287
41053,"W13799359",0,678
41053,"I09750521",1,2234
41053,"V17986342",1,2341
15042,"G89700959",0,1966
15042,"I65880376",1,132
15042,"W35858644",0,1653
15042,"X02901914",0,2213
15042,"D77497477",0,1597
15042,"G27126521",0,1135
15042,"Q18859965",0,2043
15042,"W39702992",0,1189
15042,"B01275692",0,789
15042,"B44355253",0,231
15042,"A33620081",1,86
15042,"A86935140",1,38
15042,"U23150521",1,1147
15042,"P13931950",1,671
15042,"O90136949",0,1066
15042,"Q96009490",0,232
15042,"M95878590",0,1338
15042,"E26730275",0,1593
15042,"G68956324",1,1508
15042,"T48579639",1,906
81138,"J75301908",0,530
81138,"Y61624834",0,1870
81138,"I52888461",0,1934
81138,"G75658449",0,2106
81138,"W43227327",1,1314
81138,"H24238890",0,844
81138,"D64008775",1,1068
81138,"R77590645",1,1469
81138,"W28615045",0,485
81138,"I47746362",0,1766
81138,"D05585657",1,779
81138,"S35584969",0,1133
81138,"E16516876",0,1082
81138,"S28297546",0,2030
81138,"J69227081",0,1941
81138,"K08470199",0,1655
81138,"X42826233",1,1762
81138,"B06657900",1,1205
17126,"A48276464",1,1887
17126,"H24840476",0,1827
17126,"X43061520",1,533
17126,"D10527731",1,1674
17126,"Q58840594",0,979
17126,"B72608293",1,1328
17126,"V52281242",1,53
17126,"V51699080",1,1314
17126,"B30388748",0,651
17126,"G89810102",1,1369
17126,"K96378775",1,365
17126,"P57876090",0,646
17126,"H12132232",0,979
17126,"K22867814",1,236
17126,"T98058211",0,1644
17126,"V88701514",0,1364
17126,"V66971147",1,1024
17126,"D01706463",1,1607
39479,"B87961832",1,888
39479,"I29627383",1,2066
39479,"P62100902",1,1645
39479,"S55981313",0,355
39479,"G93114138",0,1137
39479,"A21007092",1,864
39479,"P71929191",1,1411
20958,"U56103143",1,741
20958,"Z18457481",1,1998
20958,"L02511029",0,1622
20958,"E58277870",0,1906
20958,"R91977635",1,2072
20958,"V47693462",0,1673
20958,"A92677733",0,1824
20958,"R26353054",0,1699
20958,"A36357386",1,2178
20958,"F65499101",1,1296
21915,"B42929139",1,1425
21915,"F86135840",0,1564
21915,"H36607149",0,1214
21915,"Q60918634",1,436
21915,"Y30977211",1,1993
21915,"R62034127",0,1379
21915,"W64741613",0,1815
21915,"N20251100",0,383
21915,"C82408620",1,619
21915,"T81936403",0,1703
21915,"G96185345",0,305
21915,"U25614615",0,2264
21915,"Y40088225",1,803
21915,"J14907434",1,860
62590,"L51262540",1,50
62590,"U92794334",0,606
62590,"V61123747",1,639
62590,"G51284332",1,2225
62590,"J80557237",0,46
62590,"C79540432",0,1558
62590,"Q70961575",1,1366
62590,"E80695639",0,1885
62590,"V00676067",1,2099
62590,"V77156438",1,1162
62590,"E37732204",0,2106
62590,"C16285212",0,487
62590,"X94119078",0,2179
62590,"D16831510",0,733
62590,"F17250820",0,1683
62590,"Y48223172",0,149
62590,"U67836924",1,2330
62590,"Y74637199",1,805
81602,"M48698866",0,1024
81602,"W24844411",1,1473
81602,"R04559652",1,1336
81602,"P26029577",0,1543
81602,"C26919464",0,2229
81602,"N78114936",0,2353
81602,"T66473008",0,1390
81602,"S25623333",1,162
81602,"X85913879",1,609
16607,"M12707583",0,942
16607,"U86480095",0,1067
16607,"C19504471",0,674
16607,"A24844853",0,255
16607,"Q36108760",1,197
16607,"S09535085",1,1540
16607,"A88921333",1,1904
16607,"R50415089",0,1907
16607,"N13408265",1,1211
16607,"O52221119",1,1211
16607,"M46771830",1,73
16607,"J82135024",1,228
16607,"H58863367",0,1490
16607,"G53558964",0,1657
16607,"X09120399",0,1245
16607,"U62427899",1,1045
16607,"C30801813",1,157
32093,"Y10129782",0,603
32093,"G00421266",1,2148
32093,"V84507833",1,1914
32093,"X23339547",1,1320
32093,"D04982655",1,1473
32093,"N65546517",0,407
32093,"D98210460",0,2124
32093,"E82944907",1,510
32093,"M59356222",1,18
32093,"D87236206",0,275
32093,"Y51836283",0,1234
32093,"I64536001",1,533
32093,"G19766064",1,880
33757,"R88527746",1,1604
33757,"Y06233471",1,1411
33757,"M40491341",0,1733
33757,"G37358920",1,2283
33757,"C87048888",1,1150
33757,"S64026195",1,90
33757,"Y31980720",1,656
33757,"R82129503",1,744
33757,"J94314096",1,475
33757,"O58032788",0,2321
33757,"R08198382",1,549
33757,"K83714332",1,578
33757,"D87155015",0,1197
33757,"B41653599",0,235
33757,"B37135088",1,2188
33757,"J78499071",1,1543
39681,"L49923270",0,2129
39681,"F05432027",1,284
39681,"A17248891",0,2280
39681,"M49626890",0,1143
39681,"I71824036",0,1275
39681,"H08008344",1,1205
39681,"C25158639",0,943
39681,"Y51003251",1,234
39681,"G68117375",0,1222
39681,"K77193071",0,1904
39681,"F60290041",0,315
39681,"J19272776",0,2351
39681,"Q25811230",1,111
39681,"W30415514",0,2020
39681,"Q74425043",0,1451
39681,"V16780532",1,1645
39681,"H19585402",0,1590
39681,"L45534229",0,276
39681,"S82246960",1,1462
39681,"G35006978",1,178
32883,"J07020867",0,2295
32883,"R06461661",1,750
32883,"D27206721",1,465
32883,"I02404065",0,1651
32883,"Z12825961",0,1361
32883,"B75105407",0,787
32883,"E78504791",0,494
32883,"A48620165",1,602
32883,"H64802672",0,1708
32883,"M07309363",1,1994
32883,"Y97268777",1,389
32883,"P87943343",0,2056
32883,"L84540777",0,1045
32883,"T55470292",0,769
32883,"N28589771",1,2233
32883,"A29050691",1,1029
85610,"L67888128",0,2008
85610,"V71340080",0,204
85610,"V50025315",1,950
85610,"O76549889",0,971
85610,"I51528885",1,2121
85610,"K39565500",0,863
85610,"R96537273",0,883
85610,"H15269418",1,1775
85610,"V91798748",1,46
57787,"Z42753659",0,50
57787,"J26300331",0,1905
57787,"S64644629",0,13
57787,"Z32854920",1,18
57787,"R16655230",1,2198
44084,"X89081959",0,2310
44084,"Q83217393",1,576
44084,"I64658929",1,943
44084,"R14557816",1,1181
44084,"I07564386",1,2335
44084,"B57264087",0,1176
44084,"B08088987",1,464
44084,"Q37686004",0,769
44084,"U62239484",1,2224
44084,"M03224344",0,1147
44084,"F93344701",1,1733
44084,"L32928059",0,163
44084,"S44659096",1,533
44084,"W83352560",1,1393
44084,"P47537093",0,210
44084,"G20741081",0,1991
44084,"Q66272006",1,1682
44084,"O34846333",1,1246
75472,"D41998161",1,1336
75472,"J87841355",0,1477
75472,"O05717253",0,1920
75472,"S13702154",0,763
75472,"E09037322",0,2120
75472,"B81240312",0,819
75472,"M82039069",1,671
75472,"U50881213",1,330
75472,"U02688322",0,1594
75472,"S47793687",0,246
75472,"T89876592",0,110
75472,"D26412618",0,1789
75472,"T20271118",1,512
75472,"X66577004",1,1305
75472,"C54762214",0,478
75472,"G89565246",0,1214
75472,"X65276482",0,823
75472,"L54561232",1,1080
75472,"D27518028",1,1059
15374,"T44527719",1,1560
15374,"M63797834",1,558
15374,"Z27931206",1,1380
15374,"J64819274",0,562
15374,"E58500474",0,2294
15374,"J66998998",0,1057
15374,"T88615859",0,1052
15374,"B58964214",1,931
15374,"S26034488",1,1381
35232,"R78885514",1,1917
35232,"R87665769",1,1175
35232,"O91765344",0,397
35232,"A36302615",0,724
35232,"I69275272",1,98
35232,"G35115298",1,53
87467,"N89700803",0,1277
87467,"N81733918",0,668
87467,"L62293321",1,2095
87467,"D44985278",1,190
87467,"X49309555",0,1995
87467,"Q58048408",1,1587
87467,"T45095706",1,71
87467,"W11990337",0,1671
87467,"C03882011",0,901
87467,"T05925328",0,1709
87467,"V94668032",1,512
87467,"Y45891616",0,1511
87467,"S76798373",1,112
87467,"E89718479",1,2333
87467,"S87822151",1,1964
87467,"J23319053",0,190
87467,"M73405833",0,1389
87467,"I44287477",0,318
87467,"F55885924",1,1477
87467,"T54443319",1,2298
88473,"Z05684804",1,696
88473,"T67333281",0,1380
88473,"H00668468",1,2341
88473,"W38926835",1,19
88473,"N12841378",0,1361
88473,"A37363266",0,1555
88473,"N82588403",0,1155
88473,"O95334665",1,486
88473,"A82053248",0,408
88473,"G62943067",0,1192
88473,"L01328042",0,1640
88473,"M45691229",1,2220
88473,"C15452529",0,1784
88473,"R05775664",0,1014
88473,"J60074295",1,747
88473,"O33932605",1,2099
74964,"V43361371",1,1548
74964,"K66842810",1,864
74964,"E42794278",0,2064
74964,"M83469384",0,1211
74964,"A46731237",0,1039
74964,"R04411852",1,65
74964,"V04350781",1,2008
74964,"N41504849",0,927
74964,"R07965776",0,1589
74964,"W20887587",0,2271
74964,"Q98160265",1,543
74964,"U04445187",0,1274
74964,"C12212351",0,648
74964,"W62682268",1,113
74964,"S15840536",0,1584
74964,"T36717297",0,1784
74964,"O10524553",1,39
74964,"F70398187",1,2181
67286,"A55948354",1,443
67286,"F13144161",1,882
67286,"H46246544",1,2069
67286,"V44992311",1,1076
67286,"H33177872",0,1031
67286,"Z07665494",1,394
67286,"G52167069",1,108
67286,"V11637930",1,989
67286,"L86815609",1,1462
67286,"N52352527",0,2062
67286,"A36650304",0,666
67286,"C76646886",1,886
67286,"U05986501",1,634
67286,"J23841599",0,2164
67286,"G30595235",0,114
67286,"Y50817333",0,856
67286,"N67790026",1,2037
67286,"Y07078075",1,992
43685,"N44836601",1,16
43685,"K85070002",1,331
43685,"Q35127011",1,2240
43685,"J16600818",1,1302
43685,"C08784358",1,1048
43685,"Z74122371",1,895
43685,"D01896573",0,2087
43685,"A33069678",0,25
43685,"U97202989",0,2342
43685,"L97954099",0,824
43685,"U71555561",0,1320
43685,"I37434906",1,1112
43685,"I22235316",1,1382
73744,"R09996517",0,2302
73744,"W97240143",0,2084
73744,"C34259090",1,2246
73744,"L93656237",0,761
73744,"D44857925",1,940
73744,"H96698917",0,2015
73744,"Z29196067",1,1702
73744,"J88634702",0,1690
73744,"U36102395",1,1745
73744,"Y21660216",1,2233
73744,"M06879606",0,2303
73744,"Z10812065",0,920
73744,"I11442475",1,1808
73744,"X77978082",1,1664
69434,"M72596142",1,235
69434,"H41706904",1,2115
69434,"H30419438",0,970
69434,"H67450389",1,2314
69434,"F40017331",1,187
69434,"K86686793",0,717
69434,"L06075181",0,314
69434,"W36616238",0,1304
69434,"Z85014309",1,112
69434,"B20228616",0,1356
69434,"H83594415",1,1106
69434,"P90833876",0,208
69434,"M78371273",0,1118
69434,"D54136066",0,337
69434,"E72623041",1,1129
69434,"P13288197",1,2185
17144,"A87548619",1,103
17144,"G79749922",1,1104
17144,"D91040931",1,535
17144,"O87460258",0,1455
17144,"V55925213",0,1843
17144,"K82949406",1,14
17144,"X01041979",0,50
17144,"P58736261",1,2032
17144,"Z38937755",1,2298
17144,"F83892850",0,132
17144,"V16624511",0,2037
17144,"U97479657",1,303
17144,"Z27238569",1,1306
10275,"L04233073",0,1246
10275,"X07778773",1,1215
10275,"Y89653378",1,1739
10275,"O87197743",1,881
10275,"M80602699",0,1157
10275,"U17889693",0,2171
10275,"X72630832",0,1404
10275,"J32635733",1,458
10275,"J46341409",1,1753
74416,"N21860566",1,1777
74416,"Y27948005",0,2018
74416,"R75939499",0,2093
74416,"U22144883",1,1808
74416,"V24732291",1,898
46718,"V39947866",1,99
46718,"W85196035",0,1925
46718,"Y65714894",1,1929
46718,"L94753320",1,347
46718,"T57328897",0,855
46718,"W63206654",0,370
46718,"A05958493",1,369
46718,"A71185439",1,77
24298,"J33137648",1,1026
24298,"G00530636",0,1067
24298,"M40165307",0,1325
24298,"P31021403",0,1371
24298,"N47304524",1,1004
24298,"G46459849",1,315
84623,"Q53091412",0,628
